,stemmedComment
7953,"['wahai', 'jenderal', 'gatot', 'awal', 'saya', 'begitu', 'kagum', 'dengan', 'tegas', 'anda', 'wibawa', 'anda', 'saat', 'anda', 'letak', 'jabat', 'panglima', 'tni', 'saya', 'sangat', 'harus', 'lepas', 'anda', 'lanjut', 'abdi', 'anda', 'pada', 'negara', 'sedang', 'tunggu', 'tapi', 'tidak', 'harus', 'rebut', 'kejar', 'tahta', 'jabat', 'apalagi', 'harta', 'masih', 'banyak', 'cara', 'abdi', 'kepada', 'bangsa', 'dan', 'negara', 'tapi', 'semua', 'pulang', 'kepada', 'hasrat', 'nafsu', 'yang', 'jelas', 'jika', 'anda', 'maju', 'sebagai', 'capres', 'cawapres', 'saya', 'tidak', 'akan', 'pernah', 'pilih', 'anda']"
7954,"['oh', 'begitu', 'tohya', 'ya', 'mengerti', 'deh']"
7955,"['bagaimana', 'jika', 'gatot', 'nyapres', 'pasang', 'dengan', 'buron', 'bintang', 'porno']"
7956,"['enggak', 'capek', 'ya', 'akting', 'mulu']"
7957,"['sang', 'purn', 'jend', 'lagi', 'mencari', 'panggung']"
7958,"['juta', 'yang', 'benar', 'pak']"
7959,"['serah', 'turut', 'pak', 'gato', 'saja']"
7960,"['orang', 'yang', 'tidak', 'ada', 'hina', 'agama', 'demo', 'lagi', 'bela', 'diri', 'di', 'adil', 'di', 'demo', 'besar', 'ini', 'sudah', 'intoleransi', 'jelas', 'patok', 'intoleransi', 'bukan', 'injak', 'rumputtidak', 'injak', 'rumput']"
7961,"['biasa', 'bangga', 'diri']"
7962,"['halah', 'bukan', 'lu', 'yang', 'bikin', 'puisi', 'basi', 'itu', 'yang', 'ngamankan', 'jokowi', 'itu', 'paspampres', 'dan', 'polisi', 'lu', 'doang', 'sih', 'bisa', 'apa']"
7963,"['sekali', 'lagisaya', 'sudah', 'tidak', 'respek', 'jenderal']"
7964,"['gatot', 'ini', 'satu', 'orang', 'hebat', 'indonesia', 'padu', 'cerdas', 'dan', 'power']"
7965,"['ada', 'udang', 'balik', 'batu', 'itu', 'yang', 'nama', 'citra']"
7966,"['no', 'komeng', 'ah']"
7967,"['prolog', 'lagi', 'mulai', 'puji', 'harus', 'hahahaaa']"
7968,[]
7969,"['pilih', 'presiden', 'alternatif', 'sah', 'saja', 'tapi', 'pilih', 'pimpin', 'yang', 'sudah', 'bukti', 'yang', 'sudah', 'kerja', 'keras', 'bangun', 'republik', 'ini', 'tinggal', 'lanjut', 'kan', 'saja', 'program', 'yang', 'sudah', 'di', 'buat', 'biar', 'tuntas']"
7970,"['bukan', 'cari', 'ramenya', 'tapi', 'cari', 'bobotnyakemana', 'nasib', 'negara', 'ini', 'kalau', 'cuma', 'cara', 'rame', 'memilih', 'pimpin']"
7971,"['tidak', 'tahu', 'balas', 'budi', 'angkat', 'jokowi', 'jadi', 'panglima', 'bukan', 'terima', 'kasih', 'malah', 'seberang', 'istilah', 'jawanya', 'ditulung', 'menthung']"
7972,"['ini', 'bapak', 'ngebet', 'banget', 'sampai', 'kata', 'jual', 'diri', 'cocok', 'sama', 'hari', 'tanoe', 'kynya', 'serah', 'capres', 'siapa', 'wapres', 'siapa', 'nanti', 'menlu', 'syahrini']"
7973,"['mulai', 'puja', 'riziek', 'ini', 'jenderal', 'sila', 'jadi', 'capres', 'begini', 'riziek', 'sipa', 'tahu', 'ada', 'yang', 'pilih']"
7974,"['gagal', 'total', 'sayang', 'jenderal', 'buang', 'uang', 'milyaran', 'kagak', 'ada', 'untung', 'malah', 'buntung']"
7975,"['oohhhsaya', 'paham', 'sekarang', 'anda', 'jalur', 'mana', 'jenderalsayatetapjokowi']"
7976,"['serah', 'manuver', 'mu', 'mau', 'kayak', 'apa', 'tapi', 'hasil', 'akan', 'sesuai', 'nama', 'alias', 'gagal', 'total']"
7977,"['makin', 'mesra', 'ini', 'ye', 'sama', 'fpi']"
7978,"['ya', 'betul', 'gatot', 'lebih', 'ramai', 'juga', 'bisa', 'jadi', 'kendraan', 'polik', 'ente', 'entot', 'dari', 'cara', 'mengomongnya', 'kita', 'sudah', 'paham']"
7979,"['yang', 'memilih', 'gatot', 'siapa', 'he', 'he', 'he', 'takabur']"
7980,"['tgb', 'gatot', 'ri', 'amin']"
7981,"['mau', 'pak', 'gatot', 'pak', 'prabowo', 'pak', 'habib', 'riziq', 'pun', 'yang', 'yalon', 'presiden', 'pun', 'saya', 'enggak', 'pilihmaaf', 'ya', 'pak', 'pak', 'jokowi', 'tetap', 'pilih', 'sayahehehe']"
7982,"['jenderal', 'opo', 'iki', 'wong', 'nista', 'dasar', 'negara', 'kok', 'diakomodir']"
7983,"['waktu', 'waktu', 'waktu']"
7984,['wkwkwkkwk']
7985,['nyata']
7986,"['kok', 'bisa', 'biar', 'rame', 'itu', 'bagaimana', 'jenderal', 'ini', 'urus', 'negara', 'jangan', 'buat', 'main']"
7987,"['yang', 'cebongers', 'harus', 'tau', 'tuh', 'hellow', 'habib', 'riziq', 'belum', 'kasus', 'demo', 'besar', 'sudah', 'lebih', 'dulu', 'banyak', 'jasa', 'di', 'bidang', 'sosial', 'bukan', 'cuma', 'sunam', 'aceh', 'tapi', 'bencanabencana', 'alam', 'yang', 'lain', 'kalo', 'kalian', 'sudah', 'mengapai', 'enggak', 'usah', 'caci', 'beliau', 'kalo', 'bom', 'mengapai', 'diam', 'lebih', 'bagus']"
7988,"['wah', 'demi', 'jadi', 'wapres']"
7989,"['kini', 'bapak', 'gatot', 'telah', 'jadi', 'dukung', 'habib', 'rizieq', 'dan', 'fpi', 'ini', 'langkah', 'bagus', 'untuk', 'jadi', 'presiden', 'ingat', 'umat', 'sangat', 'manut', 'kepada', 'imam', 'besar', 'tak', 'heran', 'pada', 'aksi', 'yang', 'lalu', 'mampu', 'galang', 'hingga', 'juta', 'umat', 'dalam', 'sekali', 'seru']"
7990,"['deh', 'gue', 'duga', 'gatot', 'mah', 'puja', 'briziq']"
7991,"['karena', 'ambisi', 'politik', 'semata', 'siapa', 'jadi', 'teman', 'yang', 'penting', 'rame', 'enggak', 'duli', 'manfaat', 'buat', 'rakyat', 'dan', 'bangsa', 'ini', 'apa', 'dagel']"
7992,"['pancasila', 'letak', 'mana', 'om', 'wkwkwkwk']"
7993,"['makin', 'lihat', 'kan', 'mana', 'sih', 'gatot', 'pihak', 'masa', 'buron', 'di', 'bela', 'mau', 'jadi', 'apa', 'ini', 'negara', 'kalau', 'pimpin', 'nya', 'seperti', 'dia', 'akal', 'sehat', 'di', 'bolak', 'balik', 'bagus', 'kemarin', 'ini', 'segera', 'ganti', 'ini', 'orgkelamaan', 'dikit', 'bisa', 'kudetasudahlah', 'entot', 'ternak', 'ayam', 'saja', 'di', 'masa', 'pensiunmukan', 'kata', 'duit', 'lebih', 'banyak', 'dari', 'wowomakin', 'heran', 'enggak', 'ex', 'panglima', 'punya', 'banyak', 'duit', 'dari', 'mana', 'ya']"
7994,"['koalisi', 'koalisi', 'nasi', 'demo', 'yang', 'butuh', 'nasi', 'bungkus']"
7995,"['capres', 'alternatif', 'gatot', 'riziek']"
7996,"['telah', 'artis', 'musisi', 'dan', 'komedian', 'terjun', 'ke', 'dunia', 'politik', 'seperti', 'akan', 'jadi', 'tren', 'ulama', 'akan', 'terjun', 'ke', 'dunia', 'politik', 'di', 'indonesia', 'biar', 'seru', 'akan', 'munkin', 'saat', 'ini', 'belum', 'tapi', 'akan']"
7997,"['enggak', 'mutu']"
7998,"['jiaaahh', 'bergauull', 'sama', 'kelas', 'rijiikk', 'mau', 'nyapres']"
7999,"['hahahahaa', 'jenderal', 'satu', 'ini', 'nyata']"
8000,"['gagal', 'total']"
8001,"['enggak', 'pantas', 'jadi', 'prajurit', 'tni', 'panglima', 'paling', 'parah', 'yang', 'pernah', 'ada', 'di', 'nkri']"
8002,"['siap', 'jual', 'akerat', 'untuk', 'hidup', 'saat', 'duniawi', 'terlalu', 'kuat', 'ikat', 'dan', 'bohong', 'hati', 'nurani']"
8003,"['capres', 'alternative', 'gatot', 'dan', 'tgb']"
8004,"['mantan', 'panglima', 'kok', 'bangga', 'buron', 'cari', 'suara', 'pak']"
8005,"['lebih', 'elok', 'kalo', 'sudah', 'pensiun', 'jenderal', 'bicara', 'politik']"
8006,['profpi']
8007,"['mulai', 'keluar', 'wajah', 'asli']"
8008,"['panglima', 'paling', 'parah']"
8009,"['nah', 'kan', 'pro', 'fpi', 'dia', 'baru', 'tau', 'gatot', 'pro', 'fpi', 'juga']"
8010,"['panglima', 'ini', 'terlalu', 'ambisius', 'belum', 'juga', 'pensiun', 'tapi', 'ken', 'politik', 'praktis', 'terus']"
8011,"['cebong', 'sudah', 'mulai', 'geliat kena', 'radiasi', 'panas', 'begini']"
8012,"['gatot', 'dukung']"
8013,"['udang', 'balik', 'batu']"
8014,"['kalo', 'sudah', 'rasa', 'hasil', 'ya', 'sekali', 'saja', 'tapi', 'kalo', 'kata', 'orang', 'belum', 'bagus', 'ya', 'cari', 'yang', 'lebih', 'bagus']"
8015,"['kalau', 'anda', 'tidak', 'punya', 'unggul', 'perilaku', 'dan', 'jujur', 'banding', 'saing', 'hindar', 'memggunakan', 'kuat', 'radikal', 'dan', 'isu', 'agama', 'bagai', 'paket', 'diri']"
8016,"['kode', 'capres']"
8017,"['lu', 'sama', 'pak', 'moeldoko', 'beda', 'jauh']"
8018,"['sudah', 'mulai', 'terang', 'terang', 'ya', 'tak', 'apa', 'apa', 'tinggal', 'masyarakat', 'yang', 'nilai', 'apa', 'dan', 'bagaimana', 'politik', 'yang', 'anda', 'jalan', 'saat', 'jadi', 'panglima']"
8019,"['kutip', 'ubeliau', 'cari', 'jezanah', 'hanya', 'meminta', 'bantu', 'kantong', 'mayat', 'dan', 'mereka', 'pergi', 'sendiri', 'lo', 'pikir', 'kita', 'tak', 'tau', 'jika', 'jadi', 'tersebut', 'banyak', 'yang', 'pura', 'evakuasi', 'jenazah', 'tapi', 'nyata', 'mencolong', 'hias', 'uang', 'dari', 'jenazah']"
8020,"['sudah', 'tampak', 'jelas', 'ambisius', 'orang', 'satu', 'ini', 'sejak', 'utik', 'syair', 'sindir', 'panglima', 'tinggi', 'tninyajadi', 'bisa', 'nila', 'watak', 'bagaimana']"
8021,"['negara', 'ini', 'kasihan', 'biar', 'busuk', 'dari', 'dalam', 'sejak', 'lama', 'lihat', 'dari', 'para', 'politikusx', 'tentu', 'di', 'indonesia', 'yang', 'banyak', 'bukan', 'saing', 'untuk', 'maju', 'negara', 'tapi', 'cuma', 'sibuk', 'saling', 'jatuh', 'untuk', 'keruk', 'uang', 'negara', 'lebih', 'dalamnegara', 'kayak', 'gin', 'biasa', 'kondisi', 'sosial', 'politik', 'selalu', 'gejolak', 'dan', 'ekonomi', 'sami', 'mawon']"
8022,"['oalaaaaa', 'nyata', 'ente', 'radikal', 'juga', 'toh', 'totckckck']"
8023,"['cari', 'jati', 'diri', 'cari', 'posisi', 'dimana', 'kira', 'tempat', 'tumbuh', 'yang', 'bagus', 'tebar', 'senyum', 'sana', 'sini', 'tebar', 'ideas', 'sana', 'sini', 'sambil', 'lihat', 'kemana', 'arah', 'angin', 'hembus', 'lalu']"
8024,"['saya', 'juga', 'punya', 'kesan', 'habib', 'rizieq', 'seperti', 'bang', 'toyip', 'enggak', 'pulangpulang']"
8025,"['moga', 'benar', 'demokrasi', 'jangan', 'seperti', 'yang', 'sudah', 'akhir', 'tahu', 'kan', 'seperti', 'orang', 'yang', 'demo', 'kemarin', 'yang', 'meminta', 'gubnca', 'meminta', 'mundur', 'yang', 'kata', 'enggak', 'bisa', 'bawa', 'rijik', 'pulang', 'dan', 'di', 'bilang', 'kulit', 'kacang', 'beranta', 'moga', 'tidaaaaaaakkkkkkkkkkk']"
8026,"['gatot', 'tgb']"
8027,"['moga', 'indak', 'terpilihamin']"
8028,"['harus', 'begini', 'idola', 'ku', 'indonistan', 'bersyariah']"
8029,"['kalau', 'pak', 'prabowo', 'jelas', 'lu', 'lagi', 'lu', 'lagi', 'dong', 'paktp', 'kalau', 'pak', 'jokowi', 'baru', 'sekali', 'kan', 'pak', 'bagaimana', 'sih', 'ente', 'dan', 'pak', 'jokowi', 'perlu', 'kali', 'pak']"
8030,"['yang', 'beri', 'bantu', 'pertama', 'kali', 'adalah', 'singapura', 'saat', 'tsunami', 'aceh']"
8031,"['cie', 'cie']"
8032,"['pasang', 'enggak', 'r', 'gatot', 'riziq', 'tentara', 'pimpin', 'ulama', 'wakil', 'udduded']"
8033,"['kok', 'ambisi', 'banget', 'tapi', 'pak']"
8034,"['parmesan', 'sedikit', 'minus', 'lah', 'nyata', 'fan', 'nya', 'sih', 'bibip', 'rejk']"
8035,"['radikal', 'juga', 'nyata']"
8036,"['enggak', 'yakin', 'tuh', 'biar', 'lebih', 'ramai']"
8037,"['mulai', 'lihat', 'pas', 'kemarin', 'siapa', 'saja', 'yang', 'komplot']"
8038,"['subhanallah', 'tgbgatot', 'for', 'ri', 'ri']"
8039,"['muka', 'lo', 'bikin', 'eneq', 'tuh']"
8040,"['wkwkwkwkgw', 'lebih', 'percaya', 'pak', 'jokowi', 'daripada', 'begini']"
8041,"['ooooohhhh', 'rupa', 'ini', 'sono', 'konco', 'nya', 'tohhhhh', 'mhhhhhhmmmmmm', 'fishyyyyy']"
8042,['makanyadipecat']
8043,"['benar', 'biar', 'rame', 'kalau', 'ada', 'yang', 'salah', 'langkah', 'atau', 'salah', 'ucap', 'bisa', 'pakai', 'badut', 'suka', 'karnaval', 'jilid', 'buat', 'tekan', 'lawan']"
8044,"['sekali', 'rizik', 'angkat', 'jadi', 'presiden', 'jadi', 'enggak', 'perlu', 'lama', 'menunggu']"
8045,"['suwesuwe', 'koyo', 'mukidi', 'wong', 'iki']"
8046,"['anda', 'ini', 'bahaya', 'kalo', 'jadi', 'presiden', 'belum', 'waktu', 'lah']"
8047,"['bpk', 'ini', 'nyata', 'mikirnya', 'kuasa', 'bukan', 'nkri']"
8048,['nafsu']
8049,"['sudah', 'saja', 'habib', 'di', 'calonin', 'saja', 'jadi', 'presiden']"
8050,"['kata', 'bapak', 'sendiri', 'tni', 'harus', 'netral', 'kok', 'jadi', 'gin', 'bingung', 'rakyat', 'jadi']"
8051,"['egp', 'lah']"
8052,"['waktu', 'marak', 'demo', 'jilid', 'asa', 'bapak', 'ada', 'deh', 'di', 'panggung', 'itu', 'apa', 'saya', 'salah', 'lihat', 'di', 'tv', 'ya']"
8053,"['jenderal', 'tapi', 'rizik', 'kan', 'sdng', 'di', 'cari']"
8054,"['anehsudah', 'gelar', 'jendralprofesordoktorsarjananya', 'banyakbererottetapikok', 'masih', 'percaya', 'dan', 'konyol', 'cara', 'cara', 'berfikirnya', 'ya']"
8055,"['mengomong', 'apa', 'sih', 'ini', 'orang']"
8056,"['belang', 'lu']"
8057,"['mulai', 'buka', 'diri', 'siapa', 'dia', 'benar', 'heehe', 'pantas', 'lama', 'dia', 'melunjak', 'itu', 'ormas']"
8058,"['sekali', 'hari', 'dicalonin', 'berani', 'enggak', 'wkwkwk', 'ketawa', 'dagel']"
8059,"['hahakayaknya', 'sudah', 'mulai', 'mau', 'pakai', 'tenaga', 'i', 'ustad', 'itu', 'tuh']"
8060,"['hahakayaknya', 'sudah', 'mulai', 'mau', 'pakai', 'tenaga', 'i', 'ustad', 'itu', 'tuh']"
8061,"['fixed', 'sudah', 'jelas', 'pak', 'gatot', 'ada', 'di', 'kubu', 'manamungkin', 'beliau', 'sudah', 'tau', 'kali', 'kalau', 'sulit', 'dapat', 'tempat', 'untuk', 'jadi', 'cawapres', 'nya', 'jokowisama', 'seperti', 'mahfud', 'md', 'dulu', 'yang', 'nyebrang', 'ke', 'wowo', 'karena', 'enggak', 'dapat', 'posisi', 'di', 'kubu', 'jokowiwalo', 'akhir', 'sekarang', 'mahfud', 'md', 'sudah', 'sadar', 'sih']"
8062,"['ooooo', 'begitu', 'uddudeeuddudeeuddudee']"
8063,"['hqhjdijkxsjsu', 'ijin', 'euyuu', 'wae', 'iaoijkoiuuzkqjkjbfjcbfjfuj']"
8064,"['hati', 'hati', 'dengan', 'jenderal', 'satu', 'ini', 'haus', 'kuasa', 'dengan', 'pura', 'tidak', 'incar', 'kuasa', 'post', 'power', 'syndrome', 'beliau', 'ini', 'hatu', 'hati']"
8065,"['pesan', 'sirat', 'lu', 'lagi', 'lu', 'lagi', 'sekal', 'gua', 'ngapa']"
8066,"['mulai', 'menempel', 'pak', 'buka', 'kenang', 'lamasyukurlah']"
8067,"['malu', 'syukur', 'alhamdullilah', 'ganti', 'lebih', 'cepat', 'karen', 'lagak', 'kayak', 'main', 'politik', 'bukti', 'sekarang', 'kebelet', 'benar', 'benar']"
8068,"['lu', 'lagi', 'lu', 'lagi', 'bagaimana', 'entot', 'lah', 'rijik', 'justru', 'meminta', 'prabowo', 'lawan', 'jokowi', 'kok', 'analisis', 'jenderal', 'kok', 'seperti', 'ini', 'ya', 'sungguh', 'aneh']"
8069,"['jenderal', 'kok', 'otak', 'mampet', 'ya']"
8070,"['dekat', 'sama', 'rijik', 'pak']"
8071,"['makin', 'jelas', 'arah']"
8072,"['rijik', 'kok', 'dengar']"
8073,"['ide', 'buron', 'kok', 'jadi', 'acu', 'apa', 'kata', 'dunia']"
8074,"['dukung', 'gatot', 'rizieq', 'pasang', 'nasionalis', 'agam', 'yang', 'sedikit', 'kumis', 'dan', 'bau', 'amis']"
8075,"['sarap', 'niy', 'orang']"
8076,"['alternatif', 'ricuh', 'dan', 'gejolak', 'enggak', 'jelas', 'juga', 'ikut', 'serta', 'pak', 'hahahaha']"
8077,"['sedih', 'gue', 'lihat', 'mantan', 'pangab', 'jadi', 'emis']"
8078,"['hanya', 'itu', 'pak', 'yang', 'ingat', 'dari', 'habib', 'rizieg']"
8079,"['andai', 'saja', 'pak', 'gaton', 'tuan', 'guru', 'bajang', 'sanding']"
8080,"['sudah', 'tau', 'akan', 'ke', 'kubu', 'mana', 'begini', 'uddude']"
8081,"['bunglon', 'kayak', 'nih', 'orang']"
8082,"['jadi', 'mau', 'duet', 'sama', 'bibiep', 'rizik', 'nih', 'pak', 'nyapres', 'dia', 'cawapres', 'mmmmm']"
8083,"['bahaya', 'nih', 'orang', 'nyata']"
8084,"['nah', 'yag', 'bilang', 'prabocor', 'tahun', 'indonesia', 'bubar', 'bisa', 'betul', 'jadi', 'betul', 'itu', 'ada', 'mungkin', 'wong', 'imambesarnya', 'kayak', 'begini']"
8085,"['bagus', 'kumpul', 'politikus', 'nyinyiiiir', 'kumpul', 'jadi', 'satu', 'tolak', 'politikus', 'nyinyiiiiiir']"
8086,"['nyata', 'doyan', 'makan', 'miciin', 'juga']"
8087,"['nah', 'mulai', 'ulah']"
8088,"['sampai', 'sebegitunya', 'jenderal', 'satu', 'ini']"
8089,"['koalisi', 'keliru', 'isi', 'gabener', 'semua']"
8090,"['nama', 'juga', 'lagi', 'usaha', 'ya', 'pak', 'jadi', 'semua', 'harus', 'bilang', 'baik', 'siapa', 'tahu', 'ada', 'perubahaan', 'jadi', 'pak', 'gatot', 'yang', 'jadi', 'capres', 'ganti', 'wowouddude']"
8091,"['baca', 'maksud', 'sudah', 'jenderal', 'mau', 'nyalon', 'kan', 'wkwkwkwuddude']"
8092,"['gaya', 'gatot', 'kok', 'mirip', 'prabowo', 'kalau', 'jadi', 'pimpin', 'bisa', 'jadi', 'figur', 'yang', 'represif', 'dan', 'anti', 'kritik', 'dengan', 'atas', 'nama', 'untuk', 'aman', 'negara']"
8093,"['jokowi', 'priode', 'indonesia', 'pegang', 'jenderal', 'belum', 'ada', 'yang', 'sukses', 'lahan', 'di', 'indonesia', 'timur', 'itu', 'sasaranny', 'amerika', 'brperan', 'dana', 'siap', 'luncur', 'karena', 'orang', 'sini', 'pada', 'doyan', 'lemah', 'kita', 'pakai', 'oleh', 'usah', 'kroniny']"
8094,"['sandiwara', 'semua', 'lebih', 'baik', 'jalan', 'ke', 'amerika', 'sini', 'enggak', 'bakal', 'laku']"
8095,"['siap', 'memilih', 'pak', 'gatot']"
8096,"['hahahahaaa', 'haus', 'kuasa']"
8097,"['lagi', 'cari', 'panggung', 'nih', 'lihat', 'banget', 'napsunya', 'untuk', 'sayang', 'prestasi', 'anda', 'tidak', 'ada', 'jadi', 'percuma', 'saja', 'ngotot', 'ngotot', 'mending', 'saja', 'tetap', 'gatot', 'saja']"
8098,['mantap']
8099,"['jokowi', 'gatot']"
8100,"['biar', 'negara', 'ini', 'berkah', 'dan', 'enggak', 'semena', 'mena', 'sama', 'rakyat', 'dan', 'enggak', 'bawa perasaan', 'sama', 'rakyat']"
8101,"['lah', 'lapo', 'kurang', 'gawean']"
8102,"['jend', 'gatot', 'yess', 'bu', 'sus', 'yess']"
8103,"['kok', 'file', 'tidak', 'temu', 'min']"
8104,"['gagal', 'total']"
8105,"['enggak', 'perlu']"
8106,['bahayabahaya']
8107,"['enggak', 'tau', 'memang', 'dia', 'ken', 'jadi', 'panglima', 'juga', 'datar', 'datar', 'saja', 'prestasi', 'enggak', 'ada', 'wow']"
8108,"['lagi', 'sanghe', 'ken', 'nyapres']"
8109,"['pilih', 'ahok', 'lebih', 'baik']"
8110,"['harus', 'menonton', 'karena', 'dia', 'tegas', 'taat', 'atur', 'sedia', 'di', 'evaluasi', 'dan', 'evaluasi', 'yang', 'pasti', 'tidak', 'pernah', 'buat', 'janji', 'syurga']"
8111,"['jenderal', 'mbahlelo', 'terlalu', 'ambisius']"
8112,"['gue', 'mending', 'bobok', 'siangsambil', 'menonton', 'discovery', 'chanel']"
8113,"['itu', 'will', 'be', 'a', 'wasting', 'time', 'tapi', 'me']"
8114,"['jiiaahh', 'sudah', 'enggak', 'respek']"
8115,"['enggak', 'ahngapain', 'juga', 'nontonin', 'diaudah', 'enggak', 'penting']"
8116,"['muka', 'arogan', 'mau', 'jadi', 'r', 'enggak', 'bakal', 'ku', 'memilih', 'koe', 'pak']"
8117,"['gerindra', 'pas', 'koalisi', 'dengan', 'pdip', 'nasdem', 'golkar', 'pkb', 'demi', 'nkri']"
8118,"['kalau', 'tuhan', 'takdir', 'jokowi', 'pilih', 'lagi', 'yang', 'dua', 'kali', 'tetap', 'mau', 'demo', 'om', 'tetap', 'enggak', 'mau', 'pulang', 'nyata', 'iman', 'cuma', 'segitu']"
8119,"['koalisi', 'jadi', 'pengin', 'ketawa']"
8120,['hihihi']
8121,"['semua', 'juga', 'mau', 'rebut', 'kuasa', 'ya']"
8122,"['tahu', 'deh']"
8123,"['alas', 'umat', 'islam', 'tidak', 'pilih', 'ahok', 'sudah', 'jelas', 'karena', 'alquran', 'kalo', 'rijik', 'mau', 'nyapres', 'lawan', 'pimpin', 'muslim', 'lai', 'ya', 'sila', 'sajapilpres', 'memang', 'boleh', 'dan', 'akan', 'jadi', 'eliminasi', 'cara', 'alamiah']"
8124,"['lihat', 'sendiri', 'belang', 'busuk']"
8125,"['hanya', 'orang', 'bodoh', 'dungu', 'dan', 'jahiliah', 'yang', 'masih', 'mau', 'taat', 'dan', 'ikut', 'ahlu', 'mungkar', 'puja', 'maksiat']"
8126,"['makin', 'jelas', 'dan', 'kentara', 'apa', 'yang', 'maksud', 'dalam', 'demo', 'jilid', 'jild', 'yang', 'lalu', 'tendensi', 'yang', 'dulu', 'sudah', 'geser', 'sekarang', 'saya', 'yakin', 'tidak', 'akan', 'bulat', 'pada', 'saat', 'pilkada', 'dki', 'syahwat', 'ingin', 'kuasa', 'terlalu', 'besar', 'lihat', 'yang', 'ujung', 'akan', 'telanjang', 'diri', 'mereka', 'sendiri', 'kita', 'hanya', 'perlu', 'untuk', 'bertabayyun', 'renung', 'dan', 'doa', 'moga', 'allah', 'jauh', 'kita', 'dari', 'puruk', 'dari', 'orang', 'yang', 'niat', 'jual', 'agama', 'demi', 'syahwat', 'kuasa', 'semata', 'amin', 'allahumma', 'aaamiin']"
8127,"['buron', 'kecut', 'bisa', 'manuver', 'perintah', 'parpol', 'luar', 'binasaaa', 'wkakak']"
8128,"['koalisi', 'permanent', 'maksud', 'pks', 'kapan', 'pbb', 'mau', 'lebur', 'di', 'gerindra', 'terus', 'bos', 'sih', 'wowo']"
8129,"['sudah', 'jelas', 'dan', 'terang', 'tnyt', 'yang', 'dbelain', 'harus', 'ini', 'bukan', 'islam', 'cuma', 'agama', 'nenek', 'moyang', 'yang', 'pakai', 'nama', 'islam']"
8130,"['bau', 'bau', 'koalisi', 'ini', 'bakal', 'ngangkat', 'isu', 'sara', 'nih']"
8131,"['maaf', 'jangan', 'bawa', 'umat', 'islambikin', 'malu', 'yang', 'benar', 'ingat', 'akhirat']"
8132,"['kakehan', 'polah']"
8133,"['ulama', 'jaman', 'now']"
8134,"['memang', 'lo', 'siapa', 'bib']"
8135,"['kapan', 'lo', 'panggil']"
8136,"['yang', 'kemarin', 'itu', 'pura', 'pura', 'bela', 'siapa', 'ya', 'hayo', 'ada', 'udang', 'balik', 'batu', 'batu', 'hancur', 'udang', 'mati', 'lagu', 'ini', 'jangan', 'di', 'pikir']"
8137,"['habib', 'rizky', 'pasang', 'sama', 'p', 'prabowo', 'mantabbb', 'imam', 'besar', 'pasang', 'sama', 'jenderal', 'purnawiramanindonesia', 'enggak', 'jadi', 'bubar', 'deh', 'lanjut']"
8138,"['dulu', 'yang', 'demo', 'kan', 'ngakunya', 'pure', 'bela', 'agama', 'sekarang', 'kok', 'mau', 'diterjunin', 'buat', 'politik', 'jadi', 'demo', 'yang', 'dulu', 'itu', 'bela', 'agama', 'atau', 'bela', 'penting', 'politik', 'tahu', 'kan', 'sekarang', 'hahaha']"
8139,"['jiq', 'anda', 'belum', 'lapor', 'seperti', 'loh']"
8140,"['uhabib', 'rizieq', 'akan', 'ajak', 'seluruh', 'umat', 'islam', 'dan', 'keluarga', 'besar', 'alumni', 'tolak', 'jokowiahc', 'preeet', 'mimpi', 'kalihahahaaaa']"
8141,"['yang', 'nyapres', 'pati', 'mengajak', 'ulamamending', 'sekali', 'ulama', 'mimpin', 'koalisi', 'baru', 'for', 'presiden', 'baru']"
8142,['pussy']
8143,['kecut']
8144,"['merrka', 'ini', 'hanya', 'kelompok', 'kecil', 'tapi', 'sangat', 'berisik']"
8145,"['bukan', 'alumni', 'itu', 'bentuk', 'dalam', 'rangka', 'demo', 'ahok', 'kok', 'jadi', 'ikut', 'pilpres', 'sekarang', 'ha', 'ha', 'ha', 'lihat', 'banget', 'modus']"
8146,"['masih', 'ada', 'nu', 'tenang', 'saja']"
8147,"['diri', 'sendiri', 'dpo', 'masalah', 'mengapai', 'mengurusi', 'orang', 'lain', 'lucu', 'ya', 'dpo', 'masih', 'juga', 'percaya']"
8148,"['salah', 'lawan', 'rizieq']"
8149,"['negara', 'kok', 'kalah', 'lawan', 'bandit', 'dpo']"
8150,"['bila', 'koalisi', 'rizieq', 'menang', 'semua', 'kasus', 'rizieq', 'akan', 'siapa']"
8151,"['sudah', 'jangan', 'ulama', 'kriminal']"
8152,"['gue', 'enggak', 'dukung', 'rizieq', 'gue', 'cuma', 'butuh', 'presiden', 'baru', 'di', 'siapa', 'dia', 'harus', 'figur', 'baru', 'catet']"
8153,"['wah', 'bisa', 'ulang', 'kalah', 'lagi', 'kayak', 'pilkada', 'dkiuddudeuddude', 'nanti', 'kubu', 'yang', 'kalah', 'bisa', 'nang', 'mewek', 'uddudeuddudeuddude', 'kirim', 'karang', 'bunga', 'terus', 'selfie', 'lebay', 'begitu']"
8154,"['siapa', 'bisa', 'jadi', 'pion', 'saat', 'ini', 'pion', 'adalah', 'harus', 'tapi', 'dalang', 'dari', 'semua', 'adalah', 'keluarga', 'mantan', 'dikktatoor']"
8155,"['pimpin', 'kok', 'ldrumroh', 'kok', 'lama', 'bingitzumroh', 'apa', 'mudik', 'sih']"
